Venda.Código,Venda.Data,Produto.Código,Produto,Quantidade,Produto.Fornecedor,Custo Total,Venda.Valor Total Desconto,Valor Total,Pagamento
155,15/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 "," R$  3,50 "," R$  8,41 ",Dinheiro
153,15/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  16,79 ",Cartão de Crédito
153,15/06/2024,10,0010 - JOGO PORTA COPOS FITA K7,1,2DH COMERCIO E CONFECCAO LTDA," R$  9,90 "," R$  2,00 "," R$  33,59 ",Cartão de Crédito
153,15/06/2024,260,0260 - LATA PORTA JOIAS - BIJOUX BOLINHAS,1,BRASFOOT," R$  19,98 "," R$  2,00 "," R$  48,40 ",Cartão de Crédito
153,15/06/2024,294,0294 - CANECA MINI TINA 100ML GRYFFINDOR,1,ZONA CRIATIVA," R$  12,26 "," R$  2,00 "," R$  41,49 ",Cartão de Crédito
153,15/06/2024,C9,0366 - CANETA FOFA SPIN,1,AP BRAS OU MERCADO LIVRE," R$  7,50 "," R$  2,00 "," R$  21,73 ",Cartão de Crédito
151,14/06/2024,C2,0367 - CANETA FOFA CHOCOLATE PERF,1,AP BRAS OU MERCADO LIVRE," R$  4,50 ", R$  -   ," R$  12,00 ",Dinheiro
154,14/06/2024,41,0041 - CANECA LOVE CATS BEGE,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  21,90 ", R$  -   ," R$  49,00 ",Dinheiro
150,12/06/2024,251,0251 - COPO MUNICH C/ 2UN - EU VOCE E UMA CERVEJA,1,BRASFOOT," R$  23,98 ", R$  -   ," R$  64,00 ",Cartão de Débito
149,12/06/2024,292,0292 - CANECA TINA 400ML TODOS OS DIAS,1,ZONA CRIATIVA," R$  18,53 ", R$  -   ," R$  64,00 ",Cartão de Débito
148,12/06/2024,368,0368 - CESTA VINHO 2 TAÇAS,1,AP BRAS OU MERCADO LIVRE," R$  87,00 "," R$  3,00 "," R$  156,00 ",Cartão de Crédito
147,12/06/2024,204,0204 - ALMOFADA 30X30 CM - EU E VOCE,1,UATT PRESENTES IMPORTADOS," R$  24,90 "," R$  21,00 "," R$  53,91 ",PIX
147,12/06/2024,373,0373 - CESTA MONTAGEM,1,AP BRAS OU MERCADO LIVRE," R$  25,00 "," R$  21,00 "," R$  30,43 ",PIX
147,12/06/2024,292,0292 - CANECA TINA 400ML TODOS OS DIAS,1,ZONA CRIATIVA," R$  18,53 "," R$  21,00 "," R$  55,65 ",PIX
146,12/06/2024,314,0314 - CANECA 350ML C/INFUSOR SNOOPY BLOOM,1,ZONA CRIATIVA," R$  31,26 ", R$  -   ," R$  79,00 ",PIX
145,12/06/2024,373,0373 - CESTA MONTAGEM,1,AP BRAS OU MERCADO LIVRE," R$  25,00 ", R$  -   ," R$  35,00 ",PIX
144,12/06/2024,368,0368 - CESTA VINHO 2 TAÇAS,1,AP BRAS OU MERCADO LIVRE," R$  87,00 ", R$  -   ," R$  159,00 ",Cartão de Crédito
143,12/06/2024,118,0118 - CANEGA SELF MUG C MISTURADOR,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  24,99 ", R$  -   ," R$  59,00 ",Cartão de Débito
142,12/06/2024,377,0377 - CANECA CERÂMICA GAME OVER,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Crédito
142,12/06/2024,204,0204 - ALMOFADA 30X30 CM - EU E VOCE,1,UATT PRESENTES IMPORTADOS," R$  24,90 ", R$  -   ," R$  62,00 ",Cartão de Crédito
141,12/06/2024,C1,0193 - CANETA FOFA SIMPLES,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Cartão de Débito
141,12/06/2024,358,0358 - BLOCO DE NOTAS FOFO ELASTICO,1,AP BRAS OU MERCADO LIVRE," R$  4,50 ", R$  -   ," R$  14,00 ",Cartão de Débito
140,12/06/2024,235,0235 - CANECA VIDRO DIAMOND - VOCE ME FAZ MUITO FELIZ,1,BRASFOOT," R$  15,98 ", R$  -   ," R$  46,00 ",PIX
139,12/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Dinheiro
138,11/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Cartão de Débito
137,11/06/2024,123,0123 - ABRIDOR DE GARRAFA METAL PRETO C IMA,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  3,99 ", R$  -   ," R$  16,00 ",Cartão de Crédito
136,11/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Dinheiro
135,11/06/2024,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 "," R$  1,20 "," R$  22,80 ",PIX
134,10/06/2024,123,0123 - ABRIDOR DE GARRAFA METAL PRETO C IMA,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  3,99 ", R$  -   ," R$  16,00 ",Cartão de Crédito
133,10/06/2024,385,0385 - CANECA CERÂMICA RAPOSA,1,CRAZY MUGS," R$  24,90 "," R$  3,45 "," R$  65,55 ",PIX
132,10/06/2024,235,0235 - CANECA VIDRO DIAMOND - VOCE ME FAZ MUITO FELIZ,1,BRASFOOT," R$  15,98 "," R$  2,00 "," R$  44,54 ",Dinheiro
132,10/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  16,46 ",Dinheiro
131,10/06/2024,322,0322 - CANECA 350ML C/INFUSOR MAE AZULEJO,1,ZONA CRIATIVA," R$  27,46 ", R$  -   ," R$  74,00 ",Dinheiro
130,10/06/2024,225,0225 - REGUA DE PAREDE FOGUETE,1,UATT PRESENTES IMPORTADOS," R$  6,48 ", R$  -   ," R$  16,00 ",Cartão de Débito
129,10/06/2024,C1,0193 - CANETA FOFA SIMPLES,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Dinheiro
128,08/06/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  1,72 ", R$  -   ," R$  6,00 ",Dinheiro
128,08/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Dinheiro
127,08/06/2024,318,0318 - CANECA MOMA 500ML MINNIE,1,ZONA CRIATIVA," R$  28,41 ", R$  -   ," R$  84,00 ",Cartão de Crédito
126,08/06/2024,9,0009 - JOGO PORTA COPOS ROUND 6,1,2DH COMERCIO E CONFECCAO LTDA," R$  9,90 ", R$  -   ," R$  34,00 ",PIX
126,08/06/2024,371,0371 - CESTA 1 CERVEJA / 2 COPOS,1,AP BRAS OU MERCADO LIVRE," R$  67,00 ", R$  -   ," R$  124,00 ",PIX
125,08/06/2024,104,0104 - MARMITA C TALHER LUNCH 850ML,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  19,20 "," R$  34,50 "," R$  21,50 ",Cartão de Crédito
124,08/06/2024,32,0032 - PRATO 11CM VOVO ACONCHEGO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  6,90 ", R$  -   ," R$  25,00 ",Cartão de Débito
123,08/06/2024,370,0370 - CESTA 2 CERVEJAS / 2 COPOS,1,AP BRAS OU MERCADO LIVRE," R$  82,00 ", R$  -   ," R$  139,00 ",Cartão de Débito
122,08/06/2024,C2,0367 - CANETA FOFA CHOCOLATE PERF,1,AP BRAS OU MERCADO LIVRE," R$  4,50 ", R$  -   ," R$  12,00 ",Cartão de Crédito
122,08/06/2024,53,0053 - COPO AGUA MAE,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  15,90 ", R$  -   ," R$  39,00 ",Cartão de Crédito
121,08/06/2024,21,0021 - ALMOFADA HOPONOPONO REDONDA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 ", R$  -   ," R$  48,00 ",Cartão de Débito
121,08/06/2024,22,0022 - ALMOFADA BRINCAR 25X25,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  16,90 ", R$  -   ," R$  39,00 ",Cartão de Débito
120,08/06/2024,19,0019 - ALMOFADA  AMOR DE MAE 30X30,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 "," R$  2,00 "," R$  40,00 ",Dinheiro
119,07/06/2024,124,0124 - KIT IMAS BEBIDAS 3PCS,1,GEGUTON," R$  2,99 "," R$  4,00 "," R$  14,88 ",Cartão de Débito
119,07/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,4,AP BRAS OU MERCADO LIVRE," R$  11,20 "," R$  4,00 "," R$  31,61 ",Cartão de Débito
119,07/06/2024,128,0128 - IMA EMPONDERAMENTO FEM PLACA,1,GEGUTON," R$  1,35 "," R$  4,00 "," R$  6,51 ",Cartão de Débito
118,07/06/2024,342,0342 - GARRAFA INFANTIL 600ML COM ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  24,00 "," R$  2,95 "," R$  56,05 ",Dinheiro
117,07/06/2024,358,0358 - BLOCO DE NOTAS FOFO ELASTICO,2,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  28,00 ",Cartão de Débito
116,07/06/2024,283,0283 - TACA WINDSOR - COISAS QUE TE FAZEM,1,BRASFOOT," R$  17,98 ", R$  -   ," R$  46,00 ",Cartão de Débito
116,07/06/2024,98,0098 - COPO AMERICANO FLORK PACIENCIA,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  6,53 ", R$  -   ," R$  24,00 ",Cartão de Débito
115,07/06/2024,144,0144 - IMA CARTAO DIVERSOS 2PCS,1,GEGUTON," R$  1,27 ", R$  -   ," R$  8,00 ",Cartão de Crédito
115,07/06/2024,292,0292 - CANECA TINA 400ML TODOS OS DIAS,1,ZONA CRIATIVA," R$  18,53 ", R$  -   ," R$  64,00 ",Cartão de Crédito
114,06/06/2024,374,0374 - CESTA 1 CERVEJA / 2 TAÇAS,1,AP BRAS OU MERCADO LIVRE," R$  80,00 ", R$  -   ," R$  149,00 ",Dinheiro
113,06/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Dinheiro
112,05/06/2024,122,0122 - GARRAFA TERMICA C TERMOMETRO ESP,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 ", R$  -   ," R$  49,00 ",Dinheiro
111,05/06/2024,317,0317 - CANECA MOMA 500ML MICKEY,1,ZONA CRIATIVA," R$  28,41 ", R$  -   ," R$  84,00 ",Cartão de Crédito
111,05/06/2024,312,0312 - COPO EGG GLASS 450ML BOX MAE MINHA INSPIRACAO,1,ZONA CRIATIVA," R$  23,66 ", R$  -   ," R$  69,00 ",Cartão de Crédito
111,05/06/2024,116,0116 - TABLET INFANTIL 12 POLEGADAS,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  13,99 ", R$  -   ," R$  39,00 ",Cartão de Crédito
111,05/06/2024,179,0179 - LUMIN BOX MOTIVACAO USB,1,USARE LUMINÁRIAS," R$  49,90 ", R$  -   ," R$  118,00 ",Cartão de Crédito
110,05/06/2024,318,0318 - CANECA MOMA 500ML MINNIE,1,ZONA CRIATIVA," R$  28,41 ", R$  -   ," R$  84,00 ",Dinheiro
110,05/06/2024,122,0122 - GARRAFA TERMICA C TERMOMETRO ESP,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 ", R$  -   ," R$  49,00 ",Dinheiro
110,05/06/2024,316,0316 - LUNCH BOX SPIDER MAN,1,ZONA CRIATIVA," R$  33,16 ", R$  -   ," R$  79,00 ",Dinheiro
110,05/06/2024,75,0075 - LUMINARIA DE MESA SUPERFRIENDS DC,1,MINAS DE PRESENTES LTDA," R$  18,81 ", R$  -   ," R$  64,00 ",Dinheiro
110,05/06/2024,344,0344 - COPO CANUDO DISNEY 450ML,1,MINAS DE PRESENTES LTDA," R$  18,00 ", R$  -   ," R$  52,00 ",Dinheiro
110,05/06/2024,229,0229 - ABRIDOR FORMATO TAMPA TEMAS,1,BRASFOOT," R$  7,99 ", R$  -   ," R$  22,00 ",Dinheiro
106,05/06/2024,289,0289 - CANECA SOCO INGLES 350ML BARBERSHOP,1,ZONA CRIATIVA," R$  17,96 ", R$  -   ," R$  64,00 ",Dinheiro
105,05/06/2024,C7,0364 - CANETA FOFA LED,1,AP BRAS OU MERCADO LIVRE," R$  5,84 ", R$  -   ," R$  18,00 ",Cartão de Crédito
103,03/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,3,AP BRAS OU MERCADO LIVRE," R$  8,76 ", R$  -   ," R$  27,00 ",Cartão de Débito
102,03/06/2024,C1,0193 - CANETA FOFA SIMPLES,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Dinheiro
101,01/06/2024,238,0238 - COPO AMER 190ML - NAO ENCHA MEU SACO,1,BRASFOOT," R$  7,98 ", R$  -   ," R$  28,00 ",Cartão de Crédito
100,01/06/2024,C1,0193 - CANETA FOFA DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Dinheiro
99,01/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Dinheiro
98,31/05/2024,211,0211 - MARMITA REDONDA MINI - TODO DIA,1,UATT PRESENTES IMPORTADOS," R$  13,06 "," R$  4,20 "," R$  36,10 ",Dinheiro
98,31/05/2024,221,0221 - CANECO CLASSIC - URBANO TO NEM AI,1,UATT PRESENTES IMPORTADOS," R$  13,58 "," R$  4,20 "," R$  43,70 ",Dinheiro
97,31/05/2024,175,0175 - LUMIN MINI BOX GEEK ZONE USB,1,USARE LUMINÁRIAS," R$  34,90 "," R$  3,95 "," R$  75,05 ",Dinheiro
96,29/05/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 "," R$  1,45 "," R$  57,55 ",Dinheiro
95,29/05/2024,C1,0193 - CANETA FOFA DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Dinheiro
94,29/05/2024,46,0046 - CANECA PAI GATO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 "," R$  2,45 "," R$  46,55 ",Cartão de Crédito
93,29/05/2024,252,0252 - COPO MUNICH C/ 2UN - VOCE ME FAZ MUITO FELIZ,1,BRASFOOT," R$  23,98 ", R$  -   ," R$  64,00 ",Cartão de Crédito
92,29/05/2024,121,0121 - GARRAFA TERMICA C TERMOMETRO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  14,99 ", R$  -   ," R$  39,00 ",Cartão de Crédito
92,29/05/2024,20,0020 - ALMOFADA PAIS 30X30,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  16,90 ", R$  -   ," R$  39,00 ",Cartão de Crédito
91,27/05/2024,323,0323 - CANECA POP 350ML GARFIELD FIM DE SEMANA,1,ZONA CRIATIVA," R$  21,76 "," R$  5,65 "," R$  65,55 ",Dinheiro
91,27/05/2024,328,0328 - ALMOFADA VELUDO 25X25 GARFIELD ME LEVANTO,1,ZONA CRIATIVA," R$  16,06 "," R$  5,65 "," R$  41,80 ",Dinheiro
89,27/05/2024,212,0212 - MARMITA REDONDA MINI - GATINHA,1,UATT PRESENTES IMPORTADOS," R$  13,06 ", R$  -   ," R$  38,00 ",Cartão de Débito
88,25/05/2024,1,0001 - ALMOFADA REDONDA POKEBOLA,1,2DH COMERCIO E CONFECCAO LTDA," R$  23,90 ", R$  -   ," R$  59,00 ",Cartão de Crédito
88,25/05/2024,78,0078 - AMPULHETA MEDIA 30MIN,1,MINAS DE PRESENTES LTDA," R$  32,53 ", R$  -   ," R$  82,00 ",Cartão de Crédito
88,25/05/2024,162,0162 - SUPORTE LIVRO COCO 2PCS,1,GEGUTON," R$  6,90 ", R$  -   ," R$  46,00 ",Cartão de Crédito
87,24/05/2024,291,0291 - CANECA 350ML C/INFUSOR - CULTIVE COISAS BOAS,1,ZONA CRIATIVA," R$  18,91 ", R$  -   ," R$  74,00 ",Cartão de Débito
87,24/05/2024,113,0113 - BOLSA TERMICA LANCHEIRA PEQ,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  11,99 ", R$  -   ," R$  34,00 ",Cartão de Débito
85,24/05/2024,310,0310 - CANECA 350ML C/INFUSOR SUA AMIZADE,1,ZONA CRIATIVA," R$  27,46 ", R$  -   ," R$  74,00 ",Cartão de Débito
84,23/05/2024,233,0233 - CANECA EMPILHADA DUPLA - ENTREGUE O SEU CAMINHO,1,BRASFOOT," R$  32,98 ", R$  -   ," R$  82,00 ",Cartão de Crédito
83,23/05/2024,338,0338 - FONTE CARREGADOR USB,1,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  20,00 ",Cartão de Débito
83,23/05/2024,125,0125 - KIT IMAS EMOJIS 3PCS,1,GEGUTON," R$  2,70 ", R$  -   ," R$  16,00 ",Cartão de Débito
83,23/05/2024,C1,0193 - CANETA FOFA DIVERSAS,2,AP BRAS OU MERCADO LIVRE," R$  4,52 ", R$  -   ," R$  14,00 ",Cartão de Débito
82,22/05/2024,14,0014 - JOGO PORTA COPOS MINIODA,1,2DH COMERCIO E CONFECCAO LTDA," R$  9,90 ", R$  -   ," R$  34,00 ",PIX
79,20/05/2024,C1,0193 - CANETA FOFA DIVERSAS,2,AP BRAS OU MERCADO LIVRE," R$  4,52 ", R$  -   ," R$  14,00 ",Cartão de Débito
78,20/05/2024,110,0110 - ESTOJO ORGANIZADOR CABOS MASC,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  20,99 ", R$  -   ," R$  59,00 ",Cartão de Crédito
78,20/05/2024,112,0112 - KIT ORGANIZADOR VIAGEM 6PCS,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  18,99 ", R$  -   ," R$  66,00 ",Cartão de Crédito
77,18/05/2024,21,0021 - ALMOFADA HOPONOPONO REDONDA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 ", R$  -   ," R$  48,00 ",Dinheiro
76,18/05/2024,103,0103 - MARMITA C TALHER HAMBURGUER,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  15,53 ", R$  -   ," R$  47,00 ",Dinheiro
75,18/05/2024,35,0035 - TAÇA CERVEJA HOPONOPONO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 ", R$  -   ," R$  49,00 ",Cartão de Crédito
74,18/05/2024,102,0102 - MARMITA C TALHER OVO,1,AP BRAS OU MERCADO LIVRE," R$  14,53 ", R$  -   ," R$  47,00 ",Dinheiro
73,18/05/2024,75,0075 - LUMINARIA DE MESA SUPERFRIENDS DC,1,MINAS DE PRESENTES LTDA," R$  18,81 ", R$  -   ," R$  64,00 ",Cartão de Crédito
72,17/05/2024,222,0222 - CANECA  ALCA CORACAO CAFE,1,UATT PRESENTES IMPORTADOS," R$  7,21 "," R$  6,00 "," R$  50,00 ",Dinheiro
71,17/05/2024,122,0122 - GARRAFA TERMICA C TERMOMETRO ESP,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 ", R$  -   ," R$  48,00 ",Dinheiro
70,16/05/2024,17,0017 - JOGO PORTA COPOS DR PEPPER,1,2DH COMERCIO E CONFECCAO LTDA," R$  9,90 ", R$  -   ," R$  34,00 ",Cartão de Crédito
70,16/05/2024,56,0056 - PESCOCEIRA SANSÃO T MONICA,1,MINAS DE PRESENTES LTDA," R$  37,95 ", R$  -   ," R$  82,00 ",Cartão de Crédito
70,16/05/2024,122,0122 - GARRAFA TERMICA C TERMOMETRO ESP,2,RMC2 COMERCIO DE VARIEDADES LTDA," R$  39,98 ", R$  -   ," R$  96,00 ",Cartão de Crédito
69,16/05/2024,215,0215 - QUADRO PORTA ROLHAS - MOMENTO DO VINHO,1,UATT PRESENTES IMPORTADOS," R$  32,90 ", R$  -   ," R$  78,00 ",Dinheiro
68,16/05/2024,C1,0193 - CANETA FOFA DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Dinheiro
67,15/05/2024,150,0150 - PORTA TRECO CAT REDONDO,1,GEGUTON," R$  15,98 ", R$  -   ," R$  42,00 ",Cartão de Crédito
67,15/05/2024,169,0169 - CHAVEIRO EMBORR AUT P,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,00 ",Cartão de Crédito
66,15/05/2024,34,0034 - PRATO 15CM MAE UNICA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  8,50 ", R$  -   ," R$  35,00 ",Dinheiro
65,14/05/2024,C1,0193 - CANETA FOFA DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Dinheiro
64,14/05/2024,67,0067 - NECESSAIRE LISTRAS CING,1,AP BRAS OU MERCADO LIVRE," R$  21,68 ", R$  -   ," R$  49,00 ",Cartão de Crédito
64,14/05/2024,58,0058 - PESCOCEIRA FROZEN ANNA,1,MINAS DE PRESENTES LTDA," R$  28,91 ", R$  -   ," R$  82,00 ",Cartão de Crédito
63,13/05/2024,98,0098 - COPO AMERICANO FLORK PACIENCIA,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  6,53 ", R$  -   ," R$  24,00 ",Cartão de Crédito
62,13/05/2024,156,0156 - PORTA RETRATO CORACAO,1,GEGUTON," R$  17,46 ", R$  -   ," R$  48,00 ",Cartão de Crédito
61,12/05/2024,99,0099 - CANECA CAMPANHIA RISOTRIL,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  22,65 ", R$  -   ," R$  59,00 ",Cartão de Crédito
61,12/05/2024,100,0100 - CANECA CAMPANHIA CERVEJA,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  22,65 ", R$  -   ," R$  59,00 ",Cartão de Crédito
60,11/05/2024,200,0200 - KIT LM AROMAS COM MASSAGEM,1,LM AROMAS E TERAPIAS," R$  125,00 ", R$  -   ," R$  144,00 ",Cartão de Débito
59,11/05/2024,90,0090 - CANECA MAE SUMORI,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  22,26 ", R$  -   ," R$  54,00 ",Dinheiro
58,11/05/2024,37,0037 - TAÇA GIN MAE UNICA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 ", R$  -   ," R$  49,00 ",Dinheiro
58,11/05/2024,137,0137 - IMA SIGNOS CARTÃO 2PCS,1,GEGUTON," R$  1,27 ", R$  -   ," R$  8,00 ",Dinheiro
57,11/05/2024,94,0094 - CANECA CERAMICA MAE C/ INFUSOR,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  36,05 ", R$  -   ," R$  78,00 ",Cartão de Débito
56,11/05/2024,139,0139 - KIT IMA ITENS 6 PCS,1,GEGUTON," R$  4,27 ", R$  -   ," R$  18,00 ",Cartão de Crédito
56,11/05/2024,168,0168 - CHAVEIRO EMBORR DIVERSOS P,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  7,50 ",Cartão de Crédito
56,11/05/2024,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 ", R$  -   ," R$  24,00 ",Cartão de Crédito
56,11/05/2024,96,0096 - COPO AMERICANO FLORK CAFE,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  6,53 ", R$  -   ," R$  24,00 ",Cartão de Crédito
55,11/05/2024,32,0032 - PRATO 11CM VOVO ACONCHEGO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  6,90 ", R$  -   ," R$  25,00 ",Dinheiro
55,11/05/2024,33,0033 - PRATO 11CM MAES,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  6,90 ", R$  -   ," R$  25,00 ",Dinheiro
54,11/05/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 "," R$  21,00 ", R$  -   ,Cheque
53,11/05/2024,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 ", R$  -   ," R$  24,00 ",Cartão de Crédito
52,11/05/2024,95,0095 - CANECA CERAMICA MAE ZC,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  34,60 ", R$  -   ," R$  75,00 ",Cartão de Crédito
52,11/05/2024,18,0018 - ALMOFADA AVÔ 30X30,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  16,90 ", R$  -   ," R$  39,00 ",Cartão de Crédito
51,10/05/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,4,AP BRAS OU MERCADO LIVRE," R$  11,20 ", R$  -   ," R$  34,00 ",Cartão de Débito
50,10/05/2024,172,0172 - LUMIN N S APARECIDA USB,1,USARE LUMINÁRIAS," R$  22,17 ", R$  -   ," R$  69,00 ",Dinheiro
49,10/05/2024,38,0038 - TAÇA CERVEJA MAE LEOA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  18,90 ", R$  -   ," R$  44,00 ",Cartão de Débito
48,10/05/2024,79,0079 - COPO COM CANUDO UNICORNIO,1,MINAS DE PRESENTES LTDA," R$  16,26 ", R$  -   ," R$  44,00 ",Cartão de Crédito
47,10/05/2024,87,0087 - TAÇA CERVEJA MÃES,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  17,79 ", R$  -   ," R$  39,00 ",Dinheiro
46,09/05/2024,100,0100 - CANECA CAMPANHIA CERVEJA,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  22,65 ", R$  -   ," R$  59,00 ",Cartão de Crédito
45,09/05/2024,110,0110 - ESTOJO ORGANIZADOR CABOS MASC,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  20,99 ", R$  -   ," R$  59,00 ",Cartão de Débito
44,08/05/2024,C1,0193 - CANETA FOFA DIVERSAS,2,AP BRAS OU MERCADO LIVRE," R$  4,52 ", R$  -   ," R$  14,00 ",Dinheiro
43,07/05/2024,172,0172 - LUMIN N S APARECIDA USB,1,USARE LUMINÁRIAS," R$  22,17 ", R$  -   ," R$  69,00 ",Dinheiro
42,07/05/2024,96,0096 - COPO AMERICANO FLORK CAFE,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  6,53 ", R$  -   ," R$  24,00 ",PIX
41,07/05/2024,59,0059 - PESCOCEIRA FROZEN ELSA,1,MINAS DE PRESENTES LTDA," R$  28,91 ", R$  -   ," R$  82,00 ",Cartão de Débito
36,04/05/2024,137,0137 - IMA SIGNOS CARTÃO 2PCS,1,GEGUTON," R$  1,27 "," R$  10,20 "," R$  7,20 ",Cartão de Crédito
36,04/05/2024,187,0187 - LUMIN ORG CAT PILHA,1,USARE LUMINÁRIAS," R$  39,90 "," R$  10,20 "," R$  84,60 ",Cartão de Crédito
35,04/05/2024,142,0142 - IMA CARTAO PAI MAE DOG 2PCS,1,GEGUTON," R$  1,56 "," R$  8,70 "," R$  7,20 ",PIX
35,04/05/2024,174,0174 - LUMIN MINI BOX LOVE PET USB,1,USARE LUMINÁRIAS," R$  34,90 "," R$  8,70 "," R$  71,10 ",PIX
